Tokens,Tags,Polarities
"[',', 'الانترنت', 'لايتوفر', 'الا', 'في', 'اللوبي', 'وهذا', 'امر', 'سيء', ',', 'الفريق', 'ودود', 'ولطيف', '.', '.', 'من', 'غير', 'الممكن', 'ان', 'اسكن', 'فيه', 'مره', 'اخري', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 0, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['صدمت', 'بهذا', 'المستوي']","[0, 0, 1]","[-1, -1, 0]"
"['الاقامه', 'حلوه']","[1, 0]","[2, -1]"
"['ولكن', 'الاكل', 'والمشروبات', 'رديئه', 'جدا']","[0, 1, 2, 0, 0]","[-1, 0, 0, -1, -1]"
"['المشروبات', 'الغازيه', 'بدون', 'صودا']","[1, 2, 0, 0]","[0, 0, -1, -1]"
"['العصائر', 'عباره', 'عن', 'مياه', '+', 'سكر']","[1, 0, 0, 0, 0, 0]","[0, -1, -1, -1, -1, -1]"
"['الحلويات', 'ناشفه', 'او', 'بايته', 'او', 'حمضانه']","[1, 0, 0, 0, 0, 0]","[0, -1, -1, -1, -1, -1]"
"['الاكل', 'ليس', 'له', 'طعم', 'بصراحه', 'هي', 'غلطه', 'ولن', 'تتكرر']","[1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, -1, -1, -1, -1, -1, -1, -1, -1]"
"['لا', 'يستحق', 'المال', 'وجدت', 'ان', 'الموظفين', 'الذكور', 'اكثر', 'رغبه', 'للمساعده']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, 1, -1, -1, -1, -1]"
"['لدي', 'الفندق', 'الكثير', 'من', 'محلات', 'الوجبات', 'السريعه', 'حوله', 'لذا', 'لم', 'يكن', 'موضوع', 'الغذاء', 'بمساله']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['مقابل', '65', 'يورو', 'لليله', 'الواحده', 'كانت', 'الغرفه', 'المفرده', 'صغيره', 'جدا', '،', 'لا', 'تستطيع', 'التحرك', 'علي', 'السرير', '،', 'مع', 'ذلك', 'كانت', 'نظيفه', 'للغايه', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]","[-1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1, -1]"
"['كانت', 'الموظفه', 'الاكبر', 'سنا', 'فظه', 'وكان', 'جوابها', 'علي', 'جميع', 'الاستفسارات', 'هو', 'لا', 'اعرف']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['ذكر', 'اعلانهم', 'بانه', 'يوجد', 'تلفزيون', 'كيبل', 'الا', 'ان', 'جميع', 'القنوات', 'كانت', 'باللغه', 'الفرنسيه', 'وكان', 'ردها', '.', '.', '.', '.', 'لا', 'اعرف', '!', 'لا', 'توجد', 'خدمه', 'واي', 'فاي', 'مجانيه', 'ايضا', '.', '.', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, -1, -1, -1, -1, -1]"
"['فندق', 'نظيف', 'وقريب', 'من', 'الاسواق', 'لقد', 'سكنت', 'في', 'هذا', 'الفندق', 'لمده', 'ليلتين', 'الفندق', 'نظيف', 'وقريب', 'من', 'الاسواق', 'يوجد', 'بجواره', 'مطعم', 'ماكدونالدز', 'وكذلك', 'في', 'الجهه', 'المقابله', 'مركز', 'جاجا', 'ماداه', 'التجاري', 'وامام', 'الفندق', 'مباشره', 'محطه', 'لحافلات', 'الباص', 'واي', '_']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['كان', 'التعامل', 'ممتاز', 'من', 'قبل', 'العاملين', 'في', 'الفندق', 'والغرفه', 'مجهزه', 'بجميع', 'الخدمات', 'وكذلك', 'سعر', 'الفندق', 'مناسب', 'جدا']","[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[-1, 2, -1, -1, -1, -1, -1, 2, -1, -1, -1, 2, -1, -1, -1, -1, -1]"
"['انما', 'مالك', 'الفندق', 'رجل', 'جيد', 'انما', 'عصبي', 'جدا', 'وغير', 'متفاهم']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0]","[-1, 0, 0, -1, -1, -1, -1, -1, -1, -1]"
"['الغرف', 'بدون', 'نوافذ', 'وترتيب', 'الغرف', 'عليك', 'انت', 'علي', 'العموم', 'انا', 'اشكرهم', 'علي', 'استضافتهم', 'ولكن', 'عند', 'الحساب', 'لابد', 'ان', 'يتانو', 'في', 'معرفه', 'ما', 'دفعت']","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['رخيص', '،', 'لسبب', 'واحد', 'مكثنا', 'فقط', 'لمده', 'ليله', 'والحمد', 'لله', '،']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['فقد', 'كان', 'هناك', 'ابواغ', 'من', 'العفن', 'تنمو', 'في', 'مكيف', 'الهواء', 'في', 'الغرفه', 'الاولي', '،', 'وقد', 'انتقلنا', 'الي', 'الغرفه', 'المجاوره', 'ووجدنا', 'فيها', 'ايضا', 'تلك', 'الابواغ', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['وكذلك', 'عثرنا', 'علي', 'خصال', 'من', 'شعر', 'المستاجرين', 'السابقين', 'علي', 'احدي', 'الوسائد', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1]"
"['المكان', 'غير', 'مرتب', 'ولكن', 'يمكن', 'احتماله', 'لليله', 'اذا', 'كنت', 'مقيدا', 'بميزانيه', '.', 'وكنا', 'كذلك', 'قد', 'فتحنا', 'النوافذ', 'لكيلا', 'نستخدم', 'مكيف', 'الهواء', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]","[0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1]"
"['فندق', 'ممتاز', '!', 'ساعود', 'مره', 'اخري', '.', '.', '.', 'هذه', 'هي', 'اقامتي', 'الثانيه', 'في', 'هذا', 'الفندق', 'بالتاكيد', 'سوف', 'اعود', 'مره', 'اخري', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['انه', 'موقع', 'مركزي', ',', 'نظيف', ',', 'وودود']","[0, 1, 0, 0, 0, 0, 0]","[-1, 2, -1, -1, -1, -1, -1]"
"['فندق', 'لغير', 'المدخنين', 'بالكامل', '!', 'خدمه', 'العملاء', 'رائعه', 'في', 'جميع', 'النواحي', '-', 'مكتب', 'الاستقبال', ',', 'التدبير', 'المنزلي', ',', 'مطعم', '.']","[1, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 2]","[2, -1, -1, -1, -1, 2, 2, -1, -1, -1, -1, -1, 2, 2, -1, -1, -1, -1, 2, 2]"
"['خدمه', 'الانترنت', 'المجانيه', 'في', 'البهو', ',', 'وهو', 'ملائم', 'لانه', 'لم', 'يكن', 'لدي', 'الي', 'الكمبيوتر', 'المحمول', '.', 'انا', 'اوصي', 'بهذا', 'الفندق', 'بغرض', 'الترفيه', 'او', 'العمل', '.']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1]"
"['هذا', 'المكان', 'رائع', '!', 'ليس', 'بفندق', 'سياحي', 'قياسي', 'بايه', 'وسيله', '،', 'ولا', 'يرتقي', 'لمستوي', 'الفندق', 'السياحي', '.', 'للشباب', 'المغامرين', 'حيث', 'الشباب', 'في', 'القلب', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['الغرف', 'رائعه', '،', 'يبدو', 'المالك', 'وجميع', 'الاشخاص', 'الاخرين', 'المتواجدين', 'علي', 'نحو', 'دائم', 'هنا', 'رائعين', '،', 'وانا', 'اقوم', 'بالمرور', 'من', 'هنا', 'واتسكع', 'حتي', 'حينما', 'يحتاج', 'عملي', 'ان', 'اكون', 'في', 'مكان', 'اخر', '.']","[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['جيد', 'للبقاء', 'لليله', 'واحده', 'حجزت', 'هناك', 'لان', 'رحله', 'الطيران', 'الخاصه', 'بنا', 'هبطت', 'بعد', 'منتصف', 'الليل', '،', 'ويقع', 'الفندق', 'بالقرب', 'من', 'المطار', '،', 'وكان', 'السعر', 'مناسب', '.', 'بقينا', 'هناك', 'لليله', 'واحده', 'فقط', '،', 'وكانت', 'خدمه', 'الغرف', 'جيده', '،', 'لم', 'نتناول', 'وجبه', 'الافطار', '،', 'لاننا', 'اردنا', 'النوم', 'بدلا', 'عن', 'ذلك', '.', 'ومع', 'ذلك', '،', 'فانهم', 'تعاملوا', 'بمرونه', 'مع', 'وقت', 'مغادرتنا', '(', '03', ':', '00', 'ظهرا', 'بدلا', 'من', '12', ':', '00', ')', '.', 'لن', 'اعود', 'بالضروره', 'الي', 'هناك', '،', 'الا', 'عند', 'الهبوط', 'في', 'وقت', 'متاخر', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['رائع', 'جدا', 'موفقين', '؟', 'خدمه', 'ممتازه', 'وذوق', 'رفيع', 'وابتسامه', 'علي', 'محيي', 'الموظفين', 'كل', 'ادب', 'واحترام']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[-1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1]"
"['و', 'نظافه', 'ما', 'لها', 'مثيل', 'كل', 'الامتنان', 'لكم', 'وارجو', 'من', 'الله', 'يوفقكم']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['وارجوا', 'ان', 'تعملوا', 'علي', 'تقليل', 'السعر', 'حتي', 'اتمكن', 'من', 'زيارتكم', 'دائما', 'في', 'امان', 'الله', 'يا', 'احبتي', 'في', 'الله', 'السلام', 'عليكم', 'ورحمه', 'الله', 'وبركاته']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['فندق', 'نظيف', 'جدا', 'و', 'الطعام', 'روعه', 'و', 'لكن', 'الطعام', 'و', 'الفندق', 'نظيف', 'جدا', 'جدا', 'و', 'التنظيم', 'جميل', 'جدا', 'و', 'لكن', 'الفندق', 'لايصلح', 'للعرب', 'و', 'المصريين', 'الحمام', 'لايوجد', 'به', 'شطاف', 'الكيدز', 'كلوب', 'يوجد', 'في', 'فندق', 'اخر', 'و', 'لا', 'يتكلمون', 'به', 'العربيه', 'فلا', 'داعي', 'لوجود', 'ابناءك', 'هناك', 'الفندق', 'به', 'نسبه', 'كبيره', 'من', 'العماله', 'الاجنبيه', 'في', 'الريسبشن', 'و', 'الكونسيرج', 'لا', 'اعرف', 'هل', 'لايوجد', 'مصرييون', 'لايجيدون', 'العمل', 'في', 'هذه', 'الوظائف', 'و', 'اين', 'وزاره', 'السياحه', 'من', 'هذا']","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, -1, -1, -1, 2, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['و', 'يقع', 'بالقرب', 'من', 'قطار', 'الترام', 'و', 'ذلك', 'يسهل', 'الذهاب', 'الي', 'اي', 'مكان', 'تريد', '.', 'يحتوي', 'الفندق', 'علي', 'حمام', 'تركي', 'و', 'يتضمن', 'ذلك', 'التدليك', 'و', 'المنتجع', 'صحي', '،', 'اذا', 'فهو', 'فندق', 'جيد', 'بشكل', 'عام', '.']","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[-1, -1, -1, -1, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, 1, -1, -1, -1, -1]"
"['الجانب', 'السلبي', 'الوحيد', 'هو', 'بانه', 'يقع', 'علي', 'شارع', 'رئيسي', 'وذلك', 'يسبب', 'بعض', 'الازعاج', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['احد', 'موظفي', 'الاستقبال', 'سيء', 'في', 'تعامله', 'جدا', 'جدا', 'جدا', 'وغير', 'راقي', 'لدرجه', 'انه', 'نعتني', 'بالملقوف', '!']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['وكنت', 'اتمني', 'ان', 'يكلمني', 'احد', 'من', 'اداره', 'الفندق', 'لمتابعه', 'شكواي', 'المقدمه', 'رسميا', 'او', 'ان', 'يرد', 'اعتباري', 'كنزيل', 'معتمر', 'تم', 'تهزيئه', 'من', 'قبل', 'مدير', 'علاقات', 'العملاء', '!', 'ووالله', 'لولا', 'احرامي', 'الذي', 'كنت', 'البسه', 'لررددت', 'عليه', 'باسلوبه', '!']","[0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['فضيحه', 'في', 'تاريخ', 'الفنادق', 'يفتقد', 'الي', 'اساسيات', 'الشقق', 'المفروشه', 'ما', 'بالك', 'بشقق', 'فندقيه', 'ذات', 'الاربع', 'نجوم', '.', 'استطيع', 'تسميته', 'بشقق', 'غير', 'مفروشه', 'قيمتها', 'الفعليه', 'لا', 'تتعدي', '#', '1633', ';', '#', '1637', ';', '#', '1632', ';', 'ريال', 'لليله', 'المبني', 'متهلهل', 'معرض', 'لسقوط', 'وانا', 'مستعد', 'اثبات', 'ذلك', 'ارجو', 'مراسلتي', 'او', 'ارد', 'علي', 'التعليق', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['فندق', 'رائع', 'للغايه', '!', 'لا', 'اظن', 'اني', 'كنت', 'ساطلب', 'اكثر', 'من', 'ذلك', '.', 'موقع', 'رائع', '-', 'بوسطن', 'صغيره', '،', 'وبالتالي', 'البقاء', 'في', 'كينمورقد', 'يبدو', 'بعيدا', 'عن', 'وسط', 'المدينه', 'علي', 'الخريطه', 'ولكنه', 'حقا', 'ليس', 'كذلك', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['مضيفين', 'رائعين', 'و', 'وجبه', 'افطار', 'جميله', 'جدا', '.', 'وصله', 'انترنت', 'ممتازه', 'و', 'التلفزيون', 'كذلك', '.']","[1, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]","[2, -1, -1, 2, 2, -1, -1, -1, -1, 2, -1, -1, 2, -1, -1]"
"['فنادق', 'البحر', 'الميت', 'هذه', 'الفنادق', 'تقدم', 'خدمات', 'مميزه', 'مثل', 'خدمات', 'صحيه', 'اضافه', 'الي', 'الخدمات', 'الفندقيه', 'مثل', 'معالجه', 'الامراض', 'وخصوصا', 'مرض', 'الصدفيه', 'حيث', 'يتم', 'وضع', 'الطين', 'الممزوج', 'بالماء', 'وعلي', 'كل', 'جسم', 'الانسان', 'لغرض', 'العلاج', 'والشفاء', 'وبعد', 'فتره', 'من', 'الزمن', 'يتم', 'غسله', 'والشفاء', 'من', 'المرض', 'اضافه', 'الي', 'ذلك', 'هناك', 'انقي', 'منطقه', 'بتوفر', 'اعلي', 'نسبه', 'من', 'الاوكسجين', 'تصل', 'نسبه', 'النقاء', 'الي', '99', '%', 'اضافه', 'الي', 'الخدمات', 'الاخري', 'الراحه', 'والاستجمام']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['سعداء', 'جدا', 'مع', 'الفندق', 'موقع', 'رائع', ',', 'خذ', 'الحافله', 'المتجهه', 'الي', 'OCAT', 'من', 'KIX', 'واخرج', 'من', 'محطه', 'الحافلات', 'وسيكون', 'هناك', 'مباشره', '.']","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['حصلت', 'علي', 'سعر', 'ممتاز', 'في', 'هذا', 'الفندق', '،', 'عاده', '350', 'في', 'الليله', 'حصلت', 'عليها', 'مقابل', '150', '.', 'غرفه', 'ثلاثيه', 'ضخمه', 'بمعايير', 'اليابان', 'وتطل', 'علي', 'منظر', 'رائع', '.', 'علي', 'بعد', '10', 'دقائق', 'سيرا', 'علي', 'الاقدام', 'من', 'دوتومبري', '،', 'محطه', 'نامبا', 'والسوبر', 'ماركت', 'اسفلها', '.', 'ساقيم', 'هنا', 'مره', 'اخري', 'بالتاكيد']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['هذا', 'الفندق', 'فيه', 'حراميه', 'سرقو', 'من', 'الشنطه', '3900ريال', 'بلغت', 'الاستقبال', 'قالو', 'ليه', 'ماحطيتها', 'باالخزنه', 'احنا', 'غير', 'مسولين', 'طبعنا', 'السرقه', 'كانت', 'حوالي', 'العشاء', 'والصباح', 'انا', 'مسافر', 'اسواء', 'فندق', 'مافيه', 'اهتمام', 'ولا', 'مسؤليه', 'الفنادق', 'الاخري', 'افضل', 'منه']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['الغرف', 'كانت', 'واسعه', 'كبيره', '،', 'نظيفه', ',', 'هادئه', 'ومريحه', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['كان', 'الطعام', 'شهيا', '.', 'خدمات', 'التكسي', 'متوفره', 'علي', 'مدار', 'الساعه', 'واود', 'شكر', 'قسم', 'الامن', 'علي', 'الخدمات', 'التي', 'قدمها', 'لنا', 'خلال', 'فتره', 'الاقامه']","[0, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[-1, 2, -1, -1, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1]"
"['ليست', 'بالتجربه', 'الرائعه', 'لا', 'اوصي', 'بهذا', 'الفندق', '.', 'وتوصيتي', 'ان', 'تدفع', '10', '%', 'مصرفات', 'زائده', 'فقط', 'وتقيم', 'في', 'فندق', 'افضل', 'بكثير', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['واظن', 'ان', 'التعليقات', 'الايجابيه', 'المنشوره', 'علي', 'الموقع', 'قد', 'تمت', 'كتابتها', 'اما', 'من', 'قبل', 'الاداره', 'او', 'بواسطه', 'اصدقائهم', 'المقربين', 'ولا', 'يمكنني', 'مطلقا', 'تصديق', 'ما', 'كتبوه', 'عن', 'هذا', 'الفندق']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
